"x"
0.099
0.07
0.471
0.421
0.026
0.177
0.325
0.266
0.003
0.022
0.252
0.282
0.128
0.744
0.015
0.603
0.282
0.136
0.183
0.027
0.402
0.429
0.243
0.011
0.165
0.442
0.247
0.184
0.039
0.49
0.166
0.347
0.299
0.32
0.22
0.39
0.122
0.68
0.491
0.531
0.022
0.257
0.192
0.213
0.09
0.396
0.078
0.565
0.172
0.278
0.129
0.088
0.239
0.034
0.258
0.121
0.186
0.586
0.066
0.095
0.436
0.245
0
0
0.215
0.424
0.104
0.546
0.173
0.029
0.505
0.514
0.529
0.274
0.119
0.251
0.024
0
0.129
0.162
0.251
0.096
0.001
0.663
0
0.271
0.272
0.232
0.07
0.298
0.094
0.151
0.05
0.122
0.359
0.097
0.085
0.019
0.014
0
0.213
0.036
0.011
0.009
0.001
0.011
0.098
0.228
0.106
0.117
0.137
0.179
0.029
0.034
0.155
0.034
0.022
0.049
0.003
0.512
0.153
0.036
0.057
0.357
0.157
0.403
0.152
0.229
0.24
0.268
0.728
0.273
0.261
0.437
0.144
0.161
0.256
0.079
0.303
0.444
0.286
0.129
0.458
0.153
0.58
0.567
0.05
0.225
0.031
0.178
0.131
0.283
0.133
0.444
0
0.001
0.208
0.48
0.415
0.185
0.121
0.217
0.149
0.734
0.202
0.214
0.123
0.477
0.158
0.265
0.771
0.459
0.137
0.492
0.275
0.03
0.446
0.197
0.255
0.238
0.424
0.177
0.097
0.67
0.356
0.085
0.344
0.196
0.517
0.318
0.353
0.423
0.264
0.241
0.036
0.241
0.173
0.332
0.522
0.151
0.209
0.269
0.482
0.238
0.373
0.342
0.059
0.096
0.179
0.155
0.463
0.027
0.009
0.013
0.159
0.271
0.018
0.309
0.061
0.443
0
0.249
0.065
0.291
0.178
0.073
0.172
0.158
0.122
0.337
0.01
0
0.072
0.496
0.253
0.249
0.256
0
0.279
0.317
0.233
0.361
0.046
0.046
0.148
0.084
0.201
0.294
0.56
0
0.005
0.056
0.441
0
0.094
0.368
0.046
0.1
0
0.018
0.014
0.074
0.156
0.379
0.087
0.068
0.109
0.294
0.03
0.083
0.016
0.059
0.033
0.025
0.246
0.13
0.335
0.163
0.129
0.297
0.025
0.225
0.029
0.175
0.257
0.049
0.12
0.037
0.033
0.003
0.408
0.087
0.015
0.178
0.064
0.289
0.025
0.141
0.339
0.064
0.17
0.078
0.11
0.348
0.053
0.135
0.092
0.376
0.2
0.172
0.109
0.009
0.019
0.121
0.008
0.062
0.053
0.008
0.035
0.035
0.248
0.21
0.002
0.119
0.013
0.024
0.512
0.03
0.345
0.016
0.048
0.48
0.273
0.709
0.096
0.255
0.626
0.351
0.07
0.027
0.15
0.049
0.07
0.031
0.134
0.366
0.102
0.087
0.242
0.297
0.223
0.095
0.026
0.072
0.015
0.031
0.108
0.498
0.279
0.016
0.005
0.097
0.049
0.047
0.061
0.201
0.042
0.144
0.013
0.587
0.012
0.275
0.159
0.067
0.003
0.096
0.133
0.69
0.097
0.629
0.08
0.02
0.172
0.273
0.061
0.168
0.326
