"site","plot","year","X2","X11","X13","X22","X29","X30","X38","X43","X46","X63","X70","X76","X89","X91","X93","X103","X104","X106","X111","X112","X113","X116","X117","X121","X130","X131","X133","X136","X137","X141","X150","X153","X164","X165","X167","X188","X197","X203","X204","X217","X225","X229","X230","X233","X235","X237","X246","X255","X260","X264","X266","X313","X320","X322","X344","X345","X348","X354","X359","X362","X368","X374","X378","X381","X388","X393","X396","X397","X402","X403","X409","X421","X426","X429","X435","X437","X439","X448","X454","X455","X456","X457","X460","X461","X475","X478","X487","X488","X502","X503","X510","X514","X520","X533","X537","X544","X545","X551","X557","X562","X566","X582","X588","X601","X648","X660","X662","X672","X675","X679","X682","X684","X691","X692","X696","X697","X699","X700","X702","X703","X720","X725","X728","X737","X741","X746","X747","X751","X756","X760","X764","X767","X768","X772","X774","X780","X783","X790","X792","X793","X797","X800","X808","X821","X822","X832","X839","X841","X842","X853","X868","X872","X873","X874","X875","X876","X877","X885","X886","X894","X904","X910","X911","X919","X922","X931","X932","X933","X934","X938","X942","X947","X960","X964","X966","X974","X977","X981","X984","X987","X996","X1000","X1006","X1016","X1018","X1020","X1022","X1032","X1037","X1038","X1041","X1043","X1046","X1047","X1051","X1055","X1056","X1057","X1060","X1067","X1068","X1072","X1075","X1077","X1095","X1096","X1124","X1139","X1140","X1141","X1142","X1150","X1154","X1159","X1163","X1174","X1176","X1178","X1180","X1181","X1182","X1187","X1188","X1189","X1190","X1191","X1192","X1210","X1213","X1226","X1231","X1235","X1236","X1252","X1256","X1257","X1258","X1263","X1271","X1273","X1274","X1276","X1280","X1281","X1283","X1290","X1292","X1295","X1298","X1302","X1305","X1308","X1314","X1321","X1327","X1331","X1335","X1336","X1337","X1338","X1339","X1342","X1348","X1356","X1365","X1367","X1384","X1397","X1406","X1416","X1421","X1425","X1428","X1440","X1448","X1449","X1453","X1460","X1461","X1462","X1463","X1470","X1471","X1473","X1475","X1483","X1484","X1500","X1521","X1527","X1530","X1531","X1540","X1546","X1552","X1566","X1573","X1575","X1596","X1597","X1609","X1611","X1619","X1621","X1622","X1625","X1633","X1635","X1638","X1641","X1647","X1654","X1662","X1668","X1669","X1670","X1674","X1675","X1699","X1706","X1716","X1718","X1719","X1720","X1728","X1730","X1741","X1744","X1746","X1747","X1748","X1753","X1771","X1774","X1777","X1778","X1780","X1795","X1800","X1806","X1807","X1810","X1822","X1823","X1824","X1831","X1832","X1836","X1880","X1882","X1900","X1902","X1912","X1921","X1922","X1923","X1926","X1929","X1934","X1955","X1958","X1967","X1973","X1974","X1975","X1976","X1981","X1985","X1987","X2000","X2016","X2020","X2021","X2025","X2040","X2044","X2045","X2078","X2081","X2141","X2143","X2144","X2155","X2160","X2163","X2165","X2166","X2167","X2171","X2195","X2210","X2215","X2220","X2224","X2225","X2243","X2251","X2264","X2265","X2266","X2267","X2269","X2272","X2274","X2279","X2281","X2282","X2293","X2294","X2311","X2325","X2331","X2337","X2339","X2341","X2345","X2348","X2350","X2357","X2359","X2363","X2369","X2370","X2371","X2373","X2374","X2376","X2377","X2380","X2381","X2382","X2399","X2402","X2425","X2426","X2432","X2437","X2442","X2450","X2462","X2478","X2483","X2485","X2487","X2490","X2496","X2498","X2504","X2508","X2511","X2514","X2520","X2526","X2531","X2541","X2542","X2553","X2555","X2556","X2559","X2560","X2563","X2566","X2567","X2568","X2569","X2577","X2578","X2580","X2581","X2585","X2588","X2590","X2591","X2594","X2595","X2606","X2609","X2612","X2613","X2619","X2621","X2622","X2625","X2628","X2633","X2667","X2669","X2671","X2674","X2675","X2679","X2683","X2685","X2687","X2690","X2695","X2698","X2699","X2704","X2708","X2714","X2717","X2727","X2729","X2730","X2735","X2740","X2746","X2750","X2752","X2756","X2757","X2763","X2764","X2768","X2769","X2770","X2774","X2777","X2784","X2786","X2802","X2804","X2808","X2809","X2811","X2815","X2816","X2823","X2824","X2826","X2841","X2876","X2884","X2889","X2890","X2903","X2905","X2906","X2930","X2934","X2935","X2936","X2937","X2947","X2955","X3030","X3035","X3054","X3071","X3080","X3085","X3089","X3090","X3097","X3099","X3100","X3108","X3112","X3115","X3123","X3126","X3139","X3143","X3152","X3155","X3156","X3161","X3162","X3163","X3164","X3166","X3167","X3168","X3179","X3186","X3187","X3189","X3190","X3195","X3206","X3208","X3220","X3226","X3236","X3237","X3243","X3247","X3250","X3252","X3256","X3259","X3260","X3261","X3264","X3266","X3268","X3271","X3272","X3275","X3276","X3279","X3280","X3282","X3283","X3288","X3290","X3300","X3308","X3309","X3312","X3320","X3325","X3337","X3338","X3339","X3346","X3354","X3355","X3357","X3360","X3363","X3369","X3377","X3378","X3381","X3386","X3388","X3391","X3411","X3412","X3413","X3414","X3419","X3420","X3423","X3424","X3433","X3440","X3455","X3467","X3478","X3490","X3491","X3494","X3500","X3514","X3519","X3520","X3524","X3526","X3527","X3529","X3532","X3543","X3545","X3548","X3549","X3552","X3553","X3559","X3570","X3573","X3574","X3578","X3580","X3584","X3585","X3586","X3591","X3598","X3603","X3608","X3611","X3613","X3620","X3623","X3632","X3635","X3640","X3642","X3644","X3652","X3655","X3658","X3659","X3661","X3663","X3668","X3670","X3680","X3686","X3688","X3692","X3693","X3695","X3702","X3720","X3721","X3730","X3736","X3739","X3745","X3746","X3747","X3752","X3755","X3766","X3767","X3768","X3769","X3770","X3781","X3782","X3788","X3799","X3803","X3806","X3809","X3827","X3830","X3851","X3855","X3864","X3867","X3869","X3879","X3888","X3889","X3890","X3894","X3897","X3898","X3899","X3906","X3907","X3909","X3913","X3917","X3921","X3939","X3942","X3943","X3944","X3945","X3985","X3993","X4003","X4004","X4008","X4010","X4011","X4012","X4013","X4015","X4018","X4036","X4043","X4044","X4046","X4053","X4064","X4066","X4068","X4069","X4071","X4072","X4075","X4078","X4099","X4102","X4116","X4135","X4140","X4145","X4163","X4169","X4177","X4179","X4193","X4194","X4195","X4197","X4206","X4208","X4218","X4219","X4221","X4225","X4227","X4228","X4237","X4239","X4241","X4254","X4262","X4263","X4277","X4278","X4283","X4285","X4289","X4291","X4292","X4299","X4326","X4327","X4330","X4333","X4336","X4339","X4343","X4345","X4346","X4357","X4359","X4361","X4363","X4364","X4367","X4369","X4370","X4376","X4377","X4382","X4387","X4391","X4396","X4403","X4414","X4419","X4423","X4428","X4429","X4431","X4432","X4433","X4437","X4439","X4441","X4445","X4456","X4463","X4475","X4481","X4482","X4483","X4485","X4486","X4489","X4492","X4494","X4497","X4507","X4508","X4510","X4511","X4514","X4518","X4520","X4522","X4528","X4529","X4530","X4548","X4554","X4559","X4560","X4573","X4580","X4586","X4588","X4594","X4605","X4610","X4625","X4638","X4641","X4646","X4655","X4656","X4659","X4664","X4673","X4675","X4691","X4692","X4697","X4700","X4706","X4708","X4711","X4719","X4721","X4729","X4730","X4731","X4732","X4733","X4735","X4736","X4739","X4742","X4743","X4747","X4753","X4761","X4764","X4765","X4767","X4770","X4773","X4779","X4784","X4789","X4803","X4805","X4807","X4808","X4811","X4812","X4814","X4815","X4817","X4818","X4820","X4821","X4822","X4823","X4828","X4829","X4832","X4833","X4835","X4837","X4841","X4844","X4851","X4854","X4856","X4867","X4875","X4880","X4881","X4883","X4884","X4904","X4905","X4909","X4914","X4917","X4918","X4921","X4922","X4923","X4925","X4929","X4930","X4936","X4939","X4940","X4941","X4942","X4943","X4945","X4947","X4949","X4950","X4957","X4960","X4961","X4969","X4971","X4972","X4976","X4980","X4985","X4994","X4996","X4997","X5000","X5001","X5002","X5004","X5007","X5011","X5018","X5030","X5035","X5073","X5119","X5122","X5123","X5147","X5148","X5152","X5156","X5159","X5162","X5174","X5180","X5193","X5195","X5199","X5205","X5218","X5221","X5233","X5240","X5243","X5244","X5246","X5263","X5265","X5273","X5277","X5286","X5297","X5302","X5314","X5325","X5331","X5335","X5336","X5347","X5366","X5377","X5382","X5384","X5387","X5388","X5395","X5397","X5403","X5407","X5423","X5424","X5426","X5429","X5430","X5434","X5442","X5444","X5447","X5451","X5465","X5468","X5487","X5493","X5495","X5503","X5506","X5507","X5509","X5511","X5521","X5524","X5525","X5527","X5538","X5542","X5545","X5552","X5557","X5563","X5582","X5587","X5590","X5591","X5594","X5595","X5603","X5612","X5616","X5618","X5620","X5627","X5629","X5635","X5649","X5664","X5667","X5670","X5675","X5681","X5685","X5686","X5689","X5695","X5702","X5712","X5714","X5716","X5719","X5724","X5725","X5735","X5749","X5758","X5772","X5773","X5776","X5780","X5783","X5784","X5788","X5789","X5790","X5791","X5794","X5796","X5798","X5808","X5825","X5833","X5841","X5843","X5849","X5852","X5853","X5858","X5863","X5865","X5867","X5868","X5893","X5894","X5902","X5905","X5909","X5910","X5913","X5917","X5921","X5924","X5925","X5926","X5929","X5930","X5941","X5942","X5946","X5948","X5960","X5963","X5966","X5975","X5977","X5980","X6219","X6287","X6291","X6293","X6297","X6302","X6310","X6313","X6315","X6316","X6318","X6319","X6324","X6342","X6350","X6353","X6355","X6366","X6367","X6368","X6381","X6394","X6406","X6407","X6411","X6412","X6414","X6416","X6418","X6422","X6424","X6428","X6431","X6437","X6441","X6446","X6451","X6456","X6457","X6458","X6471","X6474","X6476","X6486","X6492","X6500","X6508","X6509","X6510","X6511","X6512","X6515","X6517","X6518","X6523","X6529","X6536","X6538","X6539","X6542","X6543","X6546","X6554","X6555","X6556","X6557","X6560","X6563","X6564","X6565","X6570","X6571","X6578","X6586","X6590","X6595","X6604","X6617","X6621","X6626","X6630","X6632","X6633","X6635","X6639","X6640","X6641","X6645","X6646","X6649","X6658","X6660","X6661","X6664","X6666","X6670","X6671","X6676","X6679","X6683","X6685","X6696","X6697","X6698","X6699","X6700","X6706","X6707","X6710","X6715","X6717","X6721","X6724","X6742","X6743","X6744","X6748","X6749","X6750","X6757","X6762","X6774","X6775","X6782","X6788","X6790","X6796","X6820","X6825","X6837","X6848","X6856","X6857","X6861","X6863","X6867","X6869","X6877","X6884","X6885","X6886","X6890","X6892","X6898","X6918","X6941","X6971","X6973","X6985","X6991","X6994","X6998","X7001","X7020","X7021","X7027","X7037","X7043","X7044","X7053","X7066","X7068","X7070","X7071","X7073","X7074","X7075","X7076","X7077","X7078","X7079","X7081","X7082","X7084","X7086","X7087","X7088","X7089","X7093","X7094","X7095","X7096","X7098","X7099","X7101","X7103","X7105","X7118","X7119","X7121","X7122","X7150","X7152","X7153","X7154","X7164","X7165","X7167","X7172","X7173","X7176","X7180","X7181","X7189","X7206","X7215","X7217","X7224","X7225","X7226","X7229","X7231","X7234","X7235","X7237","X7238","X7239","X7240","X7241","X7242","X7244","X7245","X7250","X7258","X7261","X7265","X7270","X7282","X7286","X7288","X7292","X7293","X7294","X7320","X7321","X7323","X7346","X7347","X7348","X7349","X7350","X7356","X7358","X7360","X7363","X7367","X7383","X7389","X7391","X7411","X7413","X7418","X7420","X7422","X7434","X7435","X7436","X7447","X7453","X7470","X7497","X7515","X7516","X7517","X7518","X7526","X7527","X7532","X7535","X7536","X7543","X7544","X7545","X7546","X7547","X7548","X7550","X7551","X7555","X7558","X7576","X7593","X7595","X7597","X7599","X7600","X7601","X7602","X7603","X7604","X7605","X7611","X7625","X7641","X7642","X7647","X7655","X7656","X7664","X7666","X7667","X7669","X7681","X7682","X7684","X7685","X7695","X7704","X7705","X7724","X7731","X7732","X7753","X7754","X7755","X7765","X7766","X7767","X7768","X7770","X7771","X7785","X7810","X7824","X7862","X7866","X13175","X13674","X13895","X20095","X20245","X20254","X20263","X20264","X20265","X20266","X22829","X22832","X22856","X24113","X31981","X32823","X32824","X32845","X32852"
32,489045,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,489073,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
